NeuronID,NormDoC
1682,0.411195577055978
1684,0.379405666897028
1685,0.114029025570145
1686,0.279198341395992
1687,0.10573600552868
1688,0.246026261230131
1690,0.0297166551485833
1712,0.167242570836213
1713,0.322736696613684
1715,0.269523151347616
1716,0.102971665514858
1717,0.277816171389081
1718,0.153420870767104
1719,0.18728403593642
1720,0.108500345542502
1721,0.21907394609537
1722,0.0608154803040774
1723,0.0428472702142364
1724,0.0463026952315135
1725,0.0456116102280581
1726,0.0469937802349689
1727,0.0380096751900484
1743,0.116793365583967
1744,0.147892190739461
1745,0.20387007601935
1746,0.343469246717346
1747,0.114720110573601
1748,0.227366966136835
1749,0.0850034554250173
1750,0.282653766413269
1751,0.0746371803731859
1752,0.0483759502418798
1753,0.24464409122322
1754,0.0366275051831375
1755,0.0794747753973739
1756,0.0387007601935038
1757,0.0912232204561161
1758,0.0953697304768487
1759,0.0331720801658604
1760,0.179682100898411
1761,0.0359364201796821
1762,0.217000691085003
1763,0.0352453351762267
1764,0.0400829302004147
1765,0.050449205252246
1766,0.0373185901865929
1771,0.0559778852798894
1772,0.0725639253628196
1773,0.0518313752591569
1774,0.16309606081548
1775,0.155494125777471
1776,0.06496199032481
1777,0.0317899101589496
1778,0.0718728403593642
1779,0.335176226675881
1780,0.266067726330339
1781,0.082930200414651
1782,0.0400829302004147
1783,0.219765031098825
1784,0.0152038700760194
1785,0.0269523151347616
1786,0.315134761575674
1787,0.225293711126469
1788,0.00414651002073255
1789,0.183137525915688
1790,0.0214236351071182
1791,0.0310988251554941
1792,0.0055286800276434
1796,0.308914996544575
1797,0.28403593642018
1798,0.221838286109191
1799,0.382861091914305
1800,0.0967519004837595
1801,0.168624740843124
1802,0.1782999308915
1803,0.0621976503109883
1804,0.0843123704215619
1805,0.201105736005529
1806,0.111264685556323
1807,0.154803040774015
1808,0.201796821008984
1809,0.295784381478922
1810,0.260539046302695
1811,0.142363510711818
1812,0.355217691776089
1813,0.342778161713891
1814,0.213545266067726
1815,0.30960608154803
1816,0.0594333102971666
1817,0.328956461644782
1818,0.336558396682792
1819,0.0753282653766413
1820,0.196959225984796
1821,0.12992398064962
1826,0.366275051831375
1827,0.351762266758811
1828,0.336558396682792
1829,0.225984796129924
1830,0.445749827228749
1831,0.0760193503800968
1832,0.192812715964064
1833,0.10573600552868
1834,0.0891499654457498
1835,0.272978576364893
1836,0.152038700760194
1837,0.0677263303386317
1838,0.221147201105736
1839,0.213545266067726
1840,0.179682100898411
1841,0.161022805805114
1842,0.39875604699378
1843,0.346233586731168
1844,0.312370421561852
1845,0.291637871458189
1846,0.283344851416724
1847,0.342087076710435
1848,0.221147201105736
1849,0.060124395300622
1850,0.261230131306151
1851,0.181064270905321
1852,0.297166551485833
1853,0.196268140981341
1854,0.221838286109191
1855,0.022805805114029
1860,0.327574291637871
1861,0.152038700760194
1862,0.210780926053905
1863,0.395991706979959
1864,0.434692467173462
1865,0.299239806496199
1866,0.102971665514858
1867,0.13752591568763
1868,0.0463026952315135
1869,0.0511402902557015
1870,0.0110573600552868
1871,0.0677263303386317
1872,0.0283344851416724
1873,0.0248790601243953
1874,0.0628887353144437
1875,0.237733241188666
1876,0.0760193503800968
1877,0.0711817553559088
1878,0.38977194194886
1879,0.419488597097443
1880,0.366275051831375
1881,0.259156876295784
1882,0.313752591568763
1883,0.366966136834831
1884,0.441603317208017
1885,0.288182446440912
1886,0.167242570836213
1887,0.0545957152729786
1888,0.492052522460263
1891,0.375950241879751
1892,0.0794747753973739
1893,0.0677263303386317
1894,0.0573600552868003
1895,0.141672425708362
1896,0.134761575673808
1897,0.277125086385625
1898,0.279889426399447
1899,0.222529371112647
1900,0.247408431237042
1901,0.354526606772633
1902,0.243953006219765
1903,0.241879751209399
1904,0.353144436765722
1905,0.12992398064962
1906,0.488597097442986
1907,0.161022805805114
1908,0.306841741534209
1909,0.381478921907395
1910,0.241188666205943
1911,0.232204561161023
1912,0.268140981340705
1913,0.409122322045612
1914,0.0573600552868003
1915,0.375950241879751
1916,0.205252246026261
1917,0.360055286800276
1918,0.328956461644782
1919,0.157567380787837
1920,0.192812715964064
1926,0.261921216309606
1927,0.149274360746372
1928,0.147201105736006
1929,0.19488597097443
1930,0.360746371803732
1931,0.0753282653766413
1932,0.0621976503109883
1933,0.169315825846579
1934,0.353835521769178
1935,0.434692467173462
1936,0.326192121630961
1937,0.247408431237042
1938,0.227366966136835
1939,0.447823082239115
1940,0.414651002073255
1941,0.427090532135453
1942,0.417415342087077
1943,0.30822391154112
1944,0.231513476157567
1945,0.359364201796821
1946,0.126468555632343
1947,0.407049067035245
1948,0.410504492052523
1949,0.395300621976503
1950,0.437456807187284
1951,0.522460262612301
1952,0.0656530753282654
1956,0.372494816862474
1957,0.133379405666897
1958,0.172771250863856
1959,0.0836212854181064
1960,0.160331720801659
1961,0.18728403593642
1962,0.529371112646856
1963,0.253628196268141
1964,0.161022805805114
1965,0.442294402211472
1966,0.13752591568763
1967,0.111955770559779
1968,0.353144436765722
1969,0.579820317899102
1970,0.196959225984796
1971,0.217691776088459
1972,0.389080856945404
1973,0.214236351071182
1974,0.470628887353144
1975,0.483759502418798
1976,0.357290946786455
1980,0.0518313752591569
1981,0.0967519004837595
1982,0.0732550103662751
1983,0.140290255701451
1984,0.210089841050449
1985,0.272978576364893
1986,0.27643400138217
1987,0.228749136143746
1988,0.290946786454734
1989,0.417415342087077
1990,0.400829302004147
1991,0.256392536281963
1992,0.364892881824464
1993,0.399447131997236
1994,0.416033172080166
1995,0.340013821700069
1996,0.307532826537664
1998,0.43054595715273
1999,0.252937111264686
2000,0.317899101589496
2001,0.426399447131997
2002,0.314443676572218
2003,0.176917760884589
2004,0.349689011748445
2005,0.299930891499654
2006,0.488597097442986
2011,0.0193503800967519
2012,0.0774015203870076
2013,0.380096751900484
2014,0.241879751209399
2015,0.489979267449896
2016,0.532826537664133
2017,0.272978576364893
2018,0.248099516240498
2019,0.222529371112647
2020,0.48790601243953
2021,0.281962681409813
2022,0.245335176226676
2023,0.392536281962681
2024,0.278507256392536
2025,0.355217691776089
2026,0.386316516931583
2027,0.357290946786455
2028,0.19488597097443
2029,0.459571527297858
2030,0.526606772633034
2031,0.401520387007602
2032,0.507256392536282
2033,0.175535590877678
2034,0.342087076710435
2035,0.0684174153420871
2038,0.0863856254319281
2040,0.0939875604699378
2041,0.0774015203870076
2042,0.0767104353835522
2043,0.0158949550794748
2044,0.325501036627505
2045,0.167242570836213
2046,0.233586731167934
2047,0.303386316516932
2048,0.397373876986869
2049,0.0380096751900484
2050,0.118175535590878
2051,0.302004146510021
2052,0.329647546648238
2053,0.386316516931583
2054,0.261230131306151
2055,0.217691776088459
2056,0.158949550794748
2057,0.30062197650311
2058,0.279198341395992
2059,0.533517622667588
2060,0.420870767104354
2061,0.0545957152729786
2062,0.265376641326883
2063,0.0297166551485833
2065,0.173462335867312
2066,0.487214927436075
2067,0.277816171389081
2068,0.136143745680719
2069,0.469246717346234
2070,0.213545266067726
2071,0.250863856254319
2072,0.165169315825847
2073,0.268140981340705
2074,0.0490670352453352
2075,0.233586731167934
2076,0.393227366966137
2077,0.261230131306151
2078,0.144436765722184
2079,0.18728403593642
2080,0.247408431237042
2082,0.0539046302695232
2084,0.0836212854181064
2085,0.282653766413269
2086,0.0822391154111956
2087,0.333102971665515
2088,0.277125086385625
2089,0.318590186592951
2090,0.38217000691085
2091,0.272287491361438
2094,0.0946786454733932
2095,0.323427781617139
2096,0.219765031098825
2097,0.545957152729786
2098,0.295093296475467
2099,0.323427781617139
2100,0.412577747062889
2101,0.0331720801658604
2102,0.210780926053905
2103,0.26883206634416
2104,0.214236351071182
2105,0.219765031098825
2106,0.13752591568763
2107,0.06496199032481
2108,0.0497581202487906
2109,0.143745680718728
2110,0.0995162404975812
2111,0.411886662059433
2112,0.151347615756738
2113,0.117484450587422
2116,0.130615065653075
2117,0.0435383552176918
2118,0.152038700760194
2119,0.0304077401520387
2120,0.236351071181755
2121,0.388389771941949
2122,0.30960608154803
2123,0.185901865929509
2124,0.271596406357982
2125,0.252937111264686
2126,0.200414651002073
2127,0.192121630960608
2128,0.240497581202488
2129,0.187975120939876
2130,0.0221147201105736
2131,0.253628196268141
2132,0.0124395300621977
2133,0.306150656530753
2134,0.0186592950932965
2135,0.0573600552868003
2136,0.220456116102281
2137,0.106427090532135
2138,0.0476848652384243
2139,0.145818935729095
2140,0.0608154803040774
2141,0.223911541119558
2142,0.176917760884589
2143,0.123704215618521
2144,0.104353835521769
2145,0.233586731167934
2146,0.131997235659986
2147,0.232204561161023
2148,0.0290255701451279
2149,0.199032480995162
2150,0.118866620594333
2156,0.20387007601935
2157,0.201796821008984
2161,0.38977194194886
2162,0.185210780926054
2165,0.183137525915688
2167,0.158949550794748
2169,0.0953697304768487
2172,0.0767104353835522
2173,0.343469246717346
2175,0.25224602626123
2177,0.297857636489288
2178,0.133379405666897
2179,0.319972356599862
2183,0.249481686247408
2186,0.217691776088459
2191,0.453351762266759
2192,0.224602626123013
2195,0.174844505874223
2197,0.370421561852108
2200,0.0214236351071182
2202,0.183137525915688
2203,0.149965445749827
2205,0.00967519004837595
2207,0.165169315825847
2212,0.294402211472011
2213,0.131997235659986
2215,0.472011057360055
2217,0.250863856254319
2220,0.0670352453351762
2222,0.283344851416724
2226,0.539046302695232
2227,0.177608845888044
2229,0.483759502418798
2230,0.06496199032481
2232,0.0352453351762267
2235,0.0221147201105736
2237,0.0691085003455425
2241,0.123013130615066
2242,0.20248790601244
2250,0.20387007601935
2251,0.116102280580511
2254,0.277125086385625
2256,0.124395300621977
2257,0.413268832066344
2258,0.116793365583967
2259,0.0746371803731859
2260,0.35798203178991
2264,0.0808569454042847
2265,0.44713199723566
2266,0.343469246717346
2269,0.0787836903939185
2270,0.193503800967519
2271,0.241879751209399
2273,0.266067726330339
2274,0.346924671734623
2275,0.143054595715273
2276,0.102280580511403
2278,0.239806496199033
2279,0.257083621285418
2280,0.0580511402902557
2281,0.0186592950932965
2283,0.355217691776089
2285,0.0483759502418798
2287,0.17069799585349
2288,0.334485141672426
2291,0.337249481686247
2293,0.194194885970974
2295,0.0870767104353836
2296,0.21147201105736
2297,0.0725639253628196
2298,0.208016586040083
2299,0.332411886662059
2302,0.416724257083621
2307,0.150656530753283
2309,0.331029716655149
2310,0.281962681409813
2311,0.156876295784381
2312,0.404284727021424
2316,0.0082930200414651
2319,0.240497581202488
2322,0.00414651002073255
2324,0.169315825846579
2328,0.0414651002073255
2332,0.145818935729095
2333,0.270214236351071
2335,0.0870767104353836
2337,0.460262612301313
2338,0.0974429854872149
2342,0.320663441603317
2344,0.343469246717346
2346,0.198341395991707
2349,0.000691085003455425
2350,0.25984796129924
2351,0.12232204561161
2353,0.187975120939876
2354,0.192121630960608
2356,0.387007601935038
2358,0.279198341395992
2359,0.351071181755356
2360,0.295093296475467
2362,0.0801658604008293
2363,0.239806496199033
2364,0.135452660677263
2366,0.175535590877678
2368,0.250863856254319
2369,0.334485141672426
2372,0.0608154803040774
2376,0.172080165860401
2378,0.167933655839668
2381,0.248790601243953
2384,0.164478230822391
2386,0.344851416724257
2388,0.0905321354526607
2392,0.429854872149274
2393,0.361437456807187
2397,0.209398756046994
2398,0.313752591568763
2400,0.0939875604699378
2401,0.418797512093988
2403,0.37318590186593
2405,0.263303386316517
2407,0.0407740152038701
2408,0.492052522460263
2409,0.0822391154111956
2410,0.0241879751209399
2414,0.377332411886662
2418,0.314443676572218
2420,0.18728403593642
2421,0.06496199032481
2422,0.313061506565308
2423,0.316516931582585
2425,0.192121630960608
2426,0.150656530753283
2427,0.0850034554250173
2428,0.199723565998618
2429,0.268140981340705
2430,0.342778161713891
2433,0.199032480995162
2434,0.257774706288874
2435,0.183137525915688
2436,0.288873531444368
2437,0.154803040774015
2438,0.241879751209399
2439,0.00691085003455425
2440,0.221838286109191
2444,0.405666897028334
2446,0.298548721492744
2447,0.364201796821009
